contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
TSLA260204C00375000,TSLA,2026-02-04,375.00,call,30.85,30.88,30.60,18,31.15,10,1,1,2026-02-04,0.01488,1.00000,0.00000,-0.03739,0.00000,0.01027
TSLA260204P00375000,TSLA,2026-02-04,375.00,put,0.01,0.01,0.00,0,0.01,3,756,752,2026-02-04,0.55145,-0.00280,0.00073,-0.05024,0.00183,-0.00003
TSLA260204C00377500,TSLA,2026-02-04,377.50,call,23.90,28.38,28.10,18,28.65,18,3,1,2026-02-04,0.01488,1.00000,0.00000,-0.03764,0.00000,0.01034
TSLA260204P00377500,TSLA,2026-02-04,377.50,put,0.01,0.01,0.00,0,0.01,52,1350,540,2026-02-04,0.51243,-0.00315,0.00088,-0.05194,0.00203,-0.00004
TSLA260204C00380000,TSLA,2026-02-04,380.00,call,25.85,25.85,25.60,18,26.10,20,445,11,2026-02-04,0.01488,1.00000,0.00000,-0.03789,0.00000,0.01041
TSLA260204P00380000,TSLA,2026-02-04,380.00,put,0.01,0.01,0.00,0,0.01,200,2709,979,2026-02-04,0.46365,-0.00303,0.00094,-0.04538,0.00196,-0.00003
TSLA260204C00382500,TSLA,2026-02-04,382.50,call,23.42,23.35,23.10,18,23.60,18,117,36,2026-02-04,0.01488,1.00000,0.00000,-0.03814,0.00000,0.01048
TSLA260204P00382500,TSLA,2026-02-04,382.50,put,0.01,0.01,0.00,0,0.01,52,2179,424,2026-02-04,0.42462,-0.00347,0.00116,-0.04696,0.00222,-0.00004
TSLA260204C00385000,TSLA,2026-02-04,385.00,call,23.65,20.85,20.60,20,21.10,20,203,16,2026-02-04,0.01488,1.00000,0.00000,-0.03839,0.00000,0.01055
TSLA260204P00385000,TSLA,2026-02-04,385.00,put,0.01,0.01,0.00,0,0.01,2,2670,694,2026-02-04,0.38560,-0.00405,0.00146,-0.04895,0.00255,-0.00005
TSLA260204C00387500,TSLA,2026-02-04,387.50,call,21.00,18.35,18.10,18,18.60,18,70,3,2026-02-04,0.01488,1.00000,0.00000,-0.03864,0.00000,0.01062
TSLA260204P00387500,TSLA,2026-02-04,387.50,put,0.01,0.01,0.00,0,0.01,200,1951,874,2026-02-04,0.34658,-0.00484,0.00191,-0.05157,0.00299,-0.00005
TSLA260204C00390000,TSLA,2026-02-04,390.00,call,16.15,15.88,15.60,18,16.15,18,1270,30,2026-02-04,0.01488,1.00000,0.00000,-0.03889,0.00000,0.01068
TSLA260204P00390000,TSLA,2026-02-04,390.00,put,0.01,0.01,0.00,0,0.01,160,11159,1353,2026-02-04,0.29780,-0.00473,0.00217,-0.04333,0.00292,-0.00005
TSLA260204C00392500,TSLA,2026-02-04,392.50,call,13.20,13.35,13.10,14,13.60,20,443,15,2026-02-04,0.01488,1.00000,0.00000,-0.03914,0.00000,0.01075
TSLA260204P00392500,TSLA,2026-02-04,392.50,put,0.01,0.01,0.00,0,0.01,39,5464,607,2026-02-04,0.25877,-0.00599,0.00309,-0.04646,0.00361,-0.00007
TSLA260204C00395000,TSLA,2026-02-04,395.00,call,11.70,10.90,10.60,18,11.20,18,1116,18,2026-02-04,0.01488,1.00000,0.00000,-0.03939,0.00000,0.01082
TSLA260204P00395000,TSLA,2026-02-04,395.00,put,0.01,0.01,0.00,0,0.01,10,21776,3020,2026-02-04,0.21000,-0.00594,0.00378,-0.03736,0.00358,-0.00007
TSLA260204C00397500,TSLA,2026-02-04,397.50,call,8.29,8.38,8.10,18,8.65,18,2334,17,2026-02-04,0.01488,1.00000,0.00000,-0.03964,0.00000,0.01089
TSLA260204P00397500,TSLA,2026-02-04,397.50,put,0.01,0.01,0.01,2,0.02,142,23107,1752,2026-02-04,0.17097,-0.00859,0.00642,-0.04206,0.00496,-0.00010
TSLA260204C00400000,TSLA,2026-02-04,400.00,call,5.90,5.88,5.60,151,6.15,6,17848,303,2026-02-04,0.01488,1.00000,0.00000,-0.03989,0.00000,0.01096
TSLA260204P00400000,TSLA,2026-02-04,400.00,put,0.01,0.01,0.00,0,0.01,252,97335,6734,2026-02-04,0.12219,-0.00937,0.00970,-0.03232,0.00535,-0.00010
TSLA260204C00402500,TSLA,2026-02-04,402.50,call,3.55,3.35,3.10,23,3.60,22,20267,38,2026-02-04,0.01488,1.00000,0.00000,-0.04014,0.00000,0.01103
TSLA260204P00402500,TSLA,2026-02-04,402.50,put,0.02,0.03,0.02,1,0.04,133,55833,2239,2026-02-04,0.09292,-0.03530,0.03940,-0.07540,0.01654,-0.00039
TSLA260204C00405000,TSLA,2026-02-04,405.00,call,0.99,1.06,0.98,5,1.15,18,65522,123,2026-02-04,0.02463,0.97777,0.10115,-0.05334,0.01125,0.01085
TSLA260204P00405000,TSLA,2026-02-04,405.00,put,0.19,0.20,0.18,1,0.22,1,86616,2864,2026-02-04,0.06366,-0.21795,0.21770,-0.19037,0.06259,-0.00243
TSLA260204C00407500,TSLA,2026-02-04,407.50,call,0.07,0.08,0.07,1,0.08,1,62718,135,2026-02-04,0.06366,0.14281,0.16676,-0.15836,0.04794,0.00159
TSLA260204P00407500,TSLA,2026-02-04,407.50,put,1.18,1.52,1.19,49,1.84,12,45163,1304,2026-02-04,0.05390,-0.89646,0.15714,-0.06665,0.03825,-0.01001
TSLA260204C00410000,TSLA,2026-02-04,410.00,call,0.01,0.01,0.01,600,0.02,116,97471,1669,2026-02-04,0.08317,0.01316,0.01915,-0.03044,0.00719,0.00015
TSLA260204P00410000,TSLA,2026-02-04,410.00,put,3.75,4.15,3.90,20,4.40,46,58943,4426,2026-02-04,0.16122,-0.87345,0.06060,-0.31989,0.04412,-0.00983
TSLA260204C00412500,TSLA,2026-02-04,412.50,call,0.01,0.01,0.00,0,0.01,11,44070,1356,2026-02-04,0.13195,0.01136,0.01062,-0.04220,0.00633,0.00013
TSLA260204P00412500,TSLA,2026-02-04,412.50,put,6.43,6.65,6.40,18,6.90,20,25270,1812,2026-02-04,0.22951,-0.90419,0.03487,-0.37749,0.03614,-0.01024
TSLA260204C00415000,TSLA,2026-02-04,415.00,call,0.01,0.01,0.00,0,0.01,208,62368,1342,2026-02-04,0.17097,0.00752,0.00571,-0.03799,0.00441,0.00008
TSLA260204P00415000,TSLA,2026-02-04,415.00,put,8.90,9.12,8.85,22,9.40,18,44740,5005,2026-02-04,0.27829,-0.93181,0.02225,-0.35046,0.02796,-0.01062
TSLA260204C00417500,TSLA,2026-02-04,417.50,call,0.01,0.01,0.00,0,0.01,155,30247,1890,2026-02-04,0.21000,0.00580,0.00369,-0.03703,0.00350,0.00006
TSLA260204P00417500,TSLA,2026-02-04,417.50,put,11.53,11.65,11.40,18,11.90,11,22550,1998,2026-02-04,0.34658,-0.93622,0.01696,-0.42105,0.02655,-0.01073
TSLA260204C00420000,TSLA,2026-02-04,420.00,call,0.01,0.01,0.00,0,0.01,465,70828,4506,2026-02-04,0.25877,0.00644,0.00329,-0.05005,0.00385,0.00007
TSLA260204P00420000,TSLA,2026-02-04,420.00,put,14.10,14.10,13.80,18,14.40,14,24399,3662,2026-02-04,0.37584,-0.95610,0.01163,-0.33095,0.01975,-0.01102
TSLA260204C00422500,TSLA,2026-02-04,422.50,call,0.01,0.01,0.00,0,0.01,372,37419,2989,2026-02-04,0.29780,0.00554,0.00250,-0.05038,0.00337,0.00006
TSLA260204P00422500,TSLA,2026-02-04,422.50,put,16.91,16.62,16.35,18,16.90,13,7696,1938,2026-02-04,0.44414,-0.95512,0.01002,-0.40606,0.02010,-0.01108
TSLA260204C00425000,TSLA,2026-02-04,425.00,call,0.01,0.01,0.00,0,0.01,455,60045,7282,2026-02-04,0.33682,0.00496,0.00201,-0.05162,0.00305,0.00005
TSLA260204P00425000,TSLA,2026-02-04,425.00,put,18.99,19.15,18.90,14,19.40,19,4353,1937,2026-02-04,0.51243,-0.95421,0.00883,-0.48282,0.02043,-0.01114
TSLA260204C00427500,TSLA,2026-02-04,427.50,call,0.01,0.01,0.00,0,0.01,637,22746,3487,2026-02-04,0.36609,0.00372,0.00143,-0.04329,0.00236,0.00004
TSLA260204P00427500,TSLA,2026-02-04,427.50,put,20.78,21.65,21.40,8,21.90,18,776,632,2026-02-04,0.56121,-0.95887,0.00739,-0.48465,0.01873,-0.01126
TSLA260204C00430000,TSLA,2026-02-04,430.00,call,0.01,0.01,0.00,0,0.01,569,57103,7394,2026-02-04,0.40511,0.00355,0.00124,-0.04598,0.00226,0.00004
TSLA260204P00430000,TSLA,2026-02-04,430.00,put,23.30,24.10,23.80,18,24.40,15,1612,1829,2026-02-04,0.58072,-0.96927,0.00562,-0.38667,0.01475,-0.01144
TSLA260204C00432500,TSLA,2026-02-04,432.50,call,0.01,0.01,0.00,0,0.01,161,8160,2668,2026-02-04,0.44414,0.00344,0.00110,-0.04893,0.00220,0.00004
TSLA260204P00432500,TSLA,2026-02-04,432.50,put,25.95,26.60,26.30,13,26.90,18,287,585,2026-02-04,0.62950,-0.97120,0.00492,-0.39798,0.01398,-0.01153
TSLA260204C00435000,TSLA,2026-02-04,435.00,call,0.01,0.01,0.00,0,0.01,216,9429,4048,2026-02-04,0.48316,0.00336,0.00099,-0.05213,0.00215,0.00004
TSLA260204P00435000,TSLA,2026-02-04,435.00,put,29.55,29.15,28.90,10,29.40,18,494,945,2026-02-04,0.71730,-0.96528,0.00504,-0.54312,0.01631,-0.01154
TSLA260204C00437500,TSLA,2026-02-04,437.50,call,0.01,0.01,0.00,0,0.01,258,3298,2441,2026-02-04,0.51243,0.00282,0.00079,-0.04724,0.00184,0.00003
TSLA260204P00437500,TSLA,2026-02-04,437.50,put,28.92,31.62,31.35,18,31.90,16,101,805,2026-02-04,0.74657,-0.97059,0.00422,-0.48854,0.01422,-0.01166
TSLA260204C00440000,TSLA,2026-02-04,440.00,call,0.01,0.01,0.00,0,0.01,214,18176,7338,2026-02-04,0.55145,0.00282,0.00074,-0.05089,0.00184,0.00003
TSLA260204P00440000,TSLA,2026-02-04,440.00,put,32.35,34.12,33.85,9,34.40,21,127,445,2026-02-04,0.79535,-0.97180,0.00382,-0.50340,0.01373,-0.01174
TSLA260204C00442500,TSLA,2026-02-04,442.50,call,0.01,0.01,0.00,0,0.01,125,718,1922,2026-02-04,0.59047,0.00284,0.00069,-0.05472,0.00185,0.00003
TSLA260204P00442500,TSLA,2026-02-04,442.50,put,36.48,36.62,36.35,18,36.90,18,21,236,2026-02-04,0.83437,-0.97420,0.00338,-0.48888,0.01275,-0.01184
TSLA260204C00445000,TSLA,2026-02-04,445.00,call,0.01,0.01,0.00,0,0.01,198,2110,4936,2026-02-04,0.61974,0.00250,0.00059,-0.05115,0.00165,0.00003
TSLA260204P00445000,TSLA,2026-02-04,445.00,put,36.22,39.12,38.85,18,39.40,18,232,243,2026-02-04,0.88315,-0.97491,0.00312,-0.50679,0.01246,-0.01192
TSLA260204C00447500,TSLA,2026-02-04,447.50,call,0.01,0.01,0.00,0,0.01,152,644,1517,2026-02-04,0.65876,0.00254,0.00056,-0.05525,0.00167,0.00003
TSLA260204P00447500,TSLA,2026-02-04,447.50,put,38.93,41.62,41.35,18,41.90,18,8,29,2026-02-04,0.93193,-0.97548,0.00290,-0.52578,0.01222,-0.01199
TSLA260204C00450000,TSLA,2026-02-04,450.00,call,0.01,0.01,0.00,0,0.01,816,3076,6526,2026-02-04,0.68803,0.00229,0.00049,-0.05243,0.00152,0.00003
TSLA260204P00450000,TSLA,2026-02-04,450.00,put,43.60,44.15,43.90,19,44.40,19,68,55,2026-02-04,1.00022,-0.97362,0.00288,-0.60600,0.01299,-0.01204
TSLA260204C00452500,TSLA,2026-02-04,452.50,call,0.01,0.01,0.00,0,0.01,10,410,1637,2026-02-04,0.72706,0.00235,0.00047,-0.05676,0.00156,0.00003
TSLA260204P00452500,TSLA,2026-02-04,452.50,put,45.80,46.65,46.40,8,46.90,18,22,4,2026-02-04,1.03924,-0.97523,0.00263,-0.59626,0.01232,-0.01213
TSLA260204C00455000,TSLA,2026-02-04,455.00,call,0.01,0.01,0.00,0,0.01,431,911,1484,2026-02-04,0.75632,0.00215,0.00042,-0.05449,0.00144,0.00002
TSLA260204P00455000,TSLA,2026-02-04,455.00,put,38.45,49.12,48.85,15,49.40,18,3,0,2026-02-04,1.05875,-0.97863,0.00228,-0.53174,0.01089,-0.01223
TSLA260204C00457500,TSLA,2026-02-04,457.50,call,0.01,0.01,0.00,0,0.01,195,21,907,2026-02-04,0.78559,0.00198,0.00038,-0.05262,0.00134,0.00002
TSLA260204P00457500,TSLA,2026-02-04,457.50,put,49.51,51.52,48.15,24,54.90,18,21,0,2026-02-04,0.98071,-0.98923,0.00136,-0.25110,0.00604,-0.01242
TSLA260204C00460000,TSLA,2026-02-04,460.00,call,0.01,0.01,0.00,0,0.01,1050,106,2768,2026-02-04,0.82461,0.00206,0.00037,-0.05718,0.00138,0.00002
TSLA260204P00460000,TSLA,2026-02-04,460.00,put,52.94,53.78,51.45,19,56.10,22,16,0,2026-02-04,0.01488,-1.00000,0.00000,0.04587,0.00000,-0.01260
TSLA260204C00462500,TSLA,2026-02-04,462.50,call,0.01,0.01,0.00,0,0.01,2,9,1791,2026-02-04,0.85388,0.00193,0.00034,-0.05566,0.00130,0.00002
TSLA260204P00462500,TSLA,2026-02-04,462.50,put,53.42,56.22,53.15,22,59.30,11,1,1,2026-02-04,0.01488,-1.00000,0.00000,0.04612,0.00000,-0.01267
TSLA260204C00465000,TSLA,2026-02-04,465.00,call,0.01,0.01,0.00,0,0.01,41,8,1610,2026-02-04,0.88315,0.00181,0.00031,-0.05442,0.00123,0.00002
TSLA260204P00465000,TSLA,2026-02-04,465.00,put,58.96,58.23,55.75,18,60.70,18,4,0,2026-02-04,0.01488,-1.00000,0.00000,0.04637,0.00000,-0.01274
TSLA260204C00467500,TSLA,2026-02-04,467.50,call,0.01,0.01,0.00,0,0.01,51,3,1032,2026-02-04,0.91242,0.00171,0.00028,-0.05343,0.00117,0.00002
TSLA260204P00467500,TSLA,2026-02-04,467.50,put,60.51,61.12,58.30,18,63.95,18,20,0,2026-02-04,0.01488,-1.00000,0.00000,0.04662,0.00000,-0.01281
TSLA260204C00470000,TSLA,2026-02-04,470.00,call,0.01,0.01,0.00,0,0.01,28,28,2058,2026-02-04,0.95144,0.00180,0.00028,-0.05820,0.00122,0.00002
TSLA260204P00470000,TSLA,2026-02-04,470.00,put,57.75,63.88,60.65,17,67.10,25,4,0,2026-02-04,0.01488,-1.00000,0.00000,0.04687,0.00000,-0.01288
TSLA260204C00472500,TSLA,2026-02-04,472.50,call,0.01,0.01,0.00,0,0.01,1,4,254,2026-02-04,0.98071,0.00171,0.00026,-0.05743,0.00117,0.00002
TSLA260204P00472500,TSLA,2026-02-04,472.50,put,64.27,66.28,63.15,16,69.40,23,4,0,2026-02-04,0.01488,-1.00000,0.00000,0.04712,0.00000,-0.01294
TSLA260204C00475000,TSLA,2026-02-04,475.00,call,0.01,0.01,0.00,0,0.01,25,18,1594,2026-02-04,1.00998,0.00164,0.00025,-0.05685,0.00112,0.00002
TSLA260204P00475000,TSLA,2026-02-04,475.00,put,57.85,68.97,65.65,22,72.30,24,1,0,2026-02-04,1.10753,-0.99628,0.00047,-0.08343,0.00236,-0.01297
TSLA260204C00477500,TSLA,2026-02-04,477.50,call,0.01,0.01,0.00,0,0.01,1,20,185,2026-02-04,1.03924,0.00158,0.00023,-0.05643,0.00108,0.00002
TSLA260204P00477500,TSLA,2026-02-04,477.50,put,0.00,71.28,68.15,19,74.40,19,0,0,2026-02-04,0.01488,-1.00000,0.00000,0.04761,0.00000,-0.01308
TSLA260204C00480000,TSLA,2026-02-04,480.00,call,0.01,0.01,0.00,0,0.01,22,10,603,2026-02-04,1.06851,0.00152,0.00022,-0.05616,0.00105,0.00002
TSLA260204P00480000,TSLA,2026-02-04,480.00,put,76.30,73.60,70.10,17,77.10,25,6,0,2026-02-04,0.01488,-1.00000,0.00000,0.04786,0.00000,-0.01315
TSLA260204C00482500,TSLA,2026-02-04,482.50,call,0.01,0.01,0.00,0,0.01,11,0,2149,2026-02-04,1.09778,0.00147,0.00021,-0.05603,0.00102,0.00002
TSLA260204P00482500,TSLA,2026-02-04,482.50,put,61.36,75.78,73.15,25,78.40,13,2,0,2026-02-04,0.01488,-1.00000,0.00000,0.04811,0.00000,-0.01322
TSLA260204C00485000,TSLA,2026-02-04,485.00,call,0.01,0.01,0.00,0,0.01,2,3,812,2026-02-04,1.12705,0.00143,0.00020,-0.05602,0.00099,0.00002
TSLA260204P00485000,TSLA,2026-02-04,485.00,put,79.04,78.97,75.65,17,82.30,25,3,0,2026-02-04,1.24412,-0.99649,0.00040,-0.09111,0.00224,-0.01325
TSLA260204C00487500,TSLA,2026-02-04,487.50,call,0.01,0.01,0.00,0,0.01,1,0,337,2026-02-04,1.15631,0.00139,0.00019,-0.05613,0.00097,0.00002
TSLA260204P00487500,TSLA,2026-02-04,487.50,put,0.00,81.28,78.15,18,84.40,18,0,0,2026-02-04,0.01488,-1.00000,0.00000,0.04861,0.00000,-0.01335
TSLA260204C00490000,TSLA,2026-02-04,490.00,call,0.01,0.01,0.00,0,0.01,1,1,429,2026-02-04,1.18558,0.00136,0.00018,-0.05634,0.00095,0.00001
TSLA260204P00490000,TSLA,2026-02-04,490.00,put,84.79,83.88,80.65,24,87.10,26,10,0,2026-02-04,0.01488,-1.00000,0.00000,0.04886,0.00000,-0.01342
TSLA260204C00492500,TSLA,2026-02-04,492.50,call,0.01,0.01,0.00,0,0.01,51,0,166,2026-02-04,1.21485,0.00133,0.00017,-0.05664,0.00093,0.00001
TSLA260204P00492500,TSLA,2026-02-04,492.50,put,0.00,86.12,82.80,18,89.45,18,0,0,2026-02-04,0.01488,-1.00000,0.00000,0.04911,0.00000,-0.01349
TSLA260204C00495000,TSLA,2026-02-04,495.00,call,0.01,0.01,0.00,0,0.01,5,1,158,2026-02-04,1.24412,0.00131,0.00016,-0.05704,0.00092,0.00001
TSLA260204P00495000,TSLA,2026-02-04,495.00,put,89.57,88.88,85.65,22,92.10,20,7,0,2026-02-04,0.01488,-1.00000,0.00000,0.04936,0.00000,-0.01356
TSLA260204C00497500,TSLA,2026-02-04,497.50,call,0.01,0.01,0.00,0,0.01,1,0,110,2026-02-04,1.27338,0.00129,0.00016,-0.05752,0.00090,0.00001
TSLA260204P00497500,TSLA,2026-02-04,497.50,put,76.25,91.50,88.15,12,94.85,15,1,0,2026-02-04,1.51728,-0.99410,0.00052,-0.22083,0.00356,-0.01356
TSLA260204C00500000,TSLA,2026-02-04,500.00,call,0.01,0.01,0.00,0,0.01,21,3,2003,2026-02-04,1.30265,0.00127,0.00015,-0.05809,0.00089,0.00001
TSLA260204P00500000,TSLA,2026-02-04,500.00,put,96.94,93.88,90.75,18,97.00,18,5,0,2026-02-04,0.01488,-1.00000,0.00000,0.04986,0.00000,-0.01370
TSLA260204C00502500,TSLA,2026-02-04,502.50,call,0.01,0.01,0.00,0,0.01,30,0,1837,2026-02-04,1.33192,0.00126,0.00015,-0.05873,0.00088,0.00001
TSLA260204P00502500,TSLA,2026-02-04,502.50,put,0.00,96.28,93.15,18,99.40,18,0,0,2026-02-04,0.01488,-1.00000,0.00000,0.05011,0.00000,-0.01377
TSLA260204C00505000,TSLA,2026-02-04,505.00,call,0.03,0.01,0.00,0,0.01,155,0,23,2026-02-04,1.36119,0.00124,0.00014,-0.05945,0.00087,0.00001
TSLA260204P00505000,TSLA,2026-02-04,505.00,put,98.93,98.78,95.45,16,102.10,23,2,0,2026-02-04,0.01488,-1.00000,0.00000,0.05036,0.00000,-0.01383
TSLA260204C00507500,TSLA,2026-02-04,507.50,call,0.05,0.01,0.00,0,0.01,1,0,20,2026-02-04,1.39045,0.00123,0.00014,-0.06024,0.00087,0.00001
TSLA260204P00507500,TSLA,2026-02-04,507.50,put,101.45,101.28,98.15,12,104.40,10,3,0,2026-02-04,0.01488,-1.00000,0.00000,0.05061,0.00000,-0.01390
TSLA260204C00510000,TSLA,2026-02-04,510.00,call,0.01,0.01,0.00,0,0.01,10,0,295,2026-02-04,1.41972,0.00122,0.00013,-0.06110,0.00086,0.00001
TSLA260204P00510000,TSLA,2026-02-04,510.00,put,103.04,103.85,100.70,18,107.00,18,6,0,2026-02-04,0.01488,-1.00000,0.00000,0.05086,0.00000,-0.01397
TSLA260204C00515000,TSLA,2026-02-04,515.00,call,0.03,0.01,0.00,0,0.01,1,0,67,2026-02-04,1.46850,0.00113,0.00012,-0.05879,0.00080,0.00001
TSLA260204P00515000,TSLA,2026-02-04,515.00,put,108.34,108.88,105.75,18,112.00,18,2,0,2026-02-04,0.01488,-1.00000,0.00000,0.05135,0.00000,-0.01411
TSLA260204C00520000,TSLA,2026-02-04,520.00,call,0.01,0.01,0.00,0,0.01,550,0,13762,2026-02-04,1.52704,0.00113,0.00012,-0.06098,0.00080,0.00001
TSLA260204P00520000,TSLA,2026-02-04,520.00,put,0.00,113.88,110.65,14,117.10,18,0,0,2026-02-04,0.01488,-1.00000,0.00000,0.05185,0.00000,-0.01425
TSLA260206C00080000,TSLA,2026-02-06,80.00,call,0.00,325.85,322.90,10,328.80,3,0,0,2026-02-04,0.01488,1.00000,0.00000,-0.00798,0.00000,0.00438
TSLA260206P00080000,TSLA,2026-02-06,80.00,put,0.01,0.01,0.00,0,0.01,2050,61,7,2026-02-04,6.60008,-0.00018,0.00000,-0.03385,0.00021,-0.00000
TSLA260206C00090000,TSLA,2026-02-06,90.00,call,0.00,315.88,312.90,10,318.85,3,0,0,2026-02-04,0.01488,1.00000,0.00000,-0.00897,0.00000,0.00493
TSLA260206P00090000,TSLA,2026-02-06,90.00,put,0.00,0.01,0.00,0,0.01,2050,0,1,2026-02-04,6.13180,-0.00020,0.00000,-0.03411,0.00022,-0.00000
TSLA260206C00100000,TSLA,2026-02-06,100.00,call,319.11,305.77,302.90,10,308.65,3,0,2,2026-02-04,0.01488,1.00000,0.00000,-0.00997,0.00000,0.00548
TSLA260206P00100000,TSLA,2026-02-06,100.00,put,0.00,0.01,0.00,0,0.01,2350,0,605,2026-02-04,5.71230,-0.00021,0.00000,-0.03422,0.00024,-0.00001
TSLA260206C00110000,TSLA,2026-02-06,110.00,call,0.00,295.85,292.85,10,298.85,3,0,0,2026-02-04,0.01488,1.00000,0.00000,-0.01097,0.00000,0.00603
TSLA260206P00110000,TSLA,2026-02-06,110.00,put,0.00,0.01,0.00,0,0.01,2050,0,3,2026-02-04,5.33182,-0.00023,0.00001,-0.03415,0.00026,-0.00001
TSLA260206C00120000,TSLA,2026-02-06,120.00,call,0.00,285.88,282.90,10,288.85,3,0,0,2026-02-04,0.01488,1.00000,0.00000,-0.01196,0.00000,0.00657
TSLA260206P00120000,TSLA,2026-02-06,120.00,put,0.00,0.01,0.00,0,0.01,2050,0,35,2026-02-04,4.98061,-0.00024,0.00001,-0.03370,0.00027,-0.00001
TSLA260206C00130000,TSLA,2026-02-06,130.00,call,0.00,275.90,272.90,10,278.90,3,0,0,2026-02-04,0.01488,1.00000,0.00000,-0.01296,0.00000,0.00712
TSLA260206P00130000,TSLA,2026-02-06,130.00,put,0.00,0.01,0.00,0,0.01,2050,0,0,2026-02-04,4.66842,-0.00026,0.00001,-0.03410,0.00029,-0.00001
TSLA260206C00140000,TSLA,2026-02-06,140.00,call,292.84,265.98,263.05,10,268.90,3,0,6,2026-02-04,0.01488,1.00000,0.00000,-0.01396,0.00000,0.00767
TSLA260206P00140000,TSLA,2026-02-06,140.00,put,0.00,0.01,0.00,0,0.01,2050,0,3,2026-02-04,4.36599,-0.00027,0.00001,-0.03327,0.00030,-0.00001
TSLA260206C00150000,TSLA,2026-02-06,150.00,call,271.08,256.75,254.80,1,258.70,3,0,13,2026-02-04,6.36594,0.99059,0.00013,-1.22322,0.00759,0.00797
TSLA260206P00150000,TSLA,2026-02-06,150.00,put,0.00,0.01,0.00,0,0.01,2050,0,22,2026-02-04,4.09283,-0.00029,0.00001,-0.03317,0.00032,-0.00001
TSLA260206C00160000,TSLA,2026-02-06,160.00,call,0.00,245.98,243.05,10,248.90,3,0,0,2026-02-04,0.01488,1.00000,0.00000,-0.01595,0.00000,0.00877
TSLA260206P00160000,TSLA,2026-02-06,160.00,put,0.00,0.01,0.00,0,0.01,2043,0,56,2026-02-04,3.83917,-0.00031,0.00001,-0.03324,0.00035,-0.00001
TSLA260206C00170000,TSLA,2026-02-06,170.00,call,267.50,235.95,233.00,10,238.90,3,0,6,2026-02-04,0.01488,1.00000,0.00000,-0.01695,0.00000,0.00931
TSLA260206P00170000,TSLA,2026-02-06,170.00,put,0.00,0.01,0.00,0,0.01,2050,0,57,2026-02-04,3.60503,-0.00034,0.00001,-0.03376,0.00037,-0.00001
TSLA260206C00180000,TSLA,2026-02-06,180.00,call,228.62,225.93,223.00,10,228.85,3,2,412,2026-02-04,0.01488,1.00000,0.00000,-0.01795,0.00000,0.00986
