contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
GOOGL260206P00140000,GOOGL,2026-02-06,140.00,put,0.00,0.01,0.00,0,0.05,1,0,0,2026-02-04,3.64406,-0.00041,0.00002,-0.03293,0.00036,-0.00001
GOOGL260206C00145000,GOOGL,2026-02-06,145.00,call,0.00,188.02,185.70,1,190.35,1,0,0,2026-02-04,0.01488,1.00000,0.00000,-0.01446,0.00000,0.00794
GOOGL260206P00145000,GOOGL,2026-02-06,145.00,put,0.00,0.01,0.00,0,0.05,1,0,1,2026-02-04,3.49772,-0.00042,0.00002,-0.03230,0.00037,-0.00001
GOOGL260206C00150000,GOOGL,2026-02-06,150.00,call,190.33,183.43,181.50,1,185.35,1,0,1,2026-02-04,4.84403,0.99190,0.00019,-0.67636,0.00546,0.00805
GOOGL260206P00150000,GOOGL,2026-02-06,150.00,put,0.00,0.01,0.00,0,0.05,20,0,1,2026-02-04,3.36114,-0.00043,0.00002,-0.03218,0.00038,-0.00001
GOOGL260206C00155000,GOOGL,2026-02-06,155.00,call,182.95,178.27,176.35,1,180.20,1,0,1,2026-02-04,4.31721,0.99467,0.00014,-0.42245,0.00377,0.00838
GOOGL260206P00155000,GOOGL,2026-02-06,155.00,put,0.00,0.01,0.00,0,0.87,20,0,0,2026-02-04,3.23431,-0.00046,0.00002,-0.03264,0.00040,-0.00001
GOOGL260206C00160000,GOOGL,2026-02-06,160.00,call,168.30,173.35,171.35,1,175.35,1,0,0,2026-02-04,4.32697,0.99285,0.00019,-0.54529,0.00490,0.00862
GOOGL260206P00160000,GOOGL,2026-02-06,160.00,put,0.00,0.01,0.00,0,0.73,20,0,1,2026-02-04,3.09773,-0.00046,0.00002,-0.03154,0.00041,-0.00001
GOOGL260206C00165000,GOOGL,2026-02-06,165.00,call,173.74,168.35,166.35,1,170.35,1,0,5,2026-02-04,4.16112,0.99255,0.00020,-0.54421,0.00508,0.00889
GOOGL260206P00165000,GOOGL,2026-02-06,165.00,put,0.00,0.01,0.00,0,0.58,1,0,0,2026-02-04,2.98066,-0.00049,0.00002,-0.03222,0.00043,-0.00001
GOOGL260206C00170000,GOOGL,2026-02-06,170.00,call,162.15,163.43,161.45,1,165.40,1,2,8,2026-02-04,4.14161,0.99055,0.00025,-0.66424,0.00625,0.00912
GOOGL260206P00170000,GOOGL,2026-02-06,170.00,put,0.01,0.01,0.00,0,0.73,20,1,2,2026-02-04,2.85383,-0.00050,0.00003,-0.03131,0.00044,-0.00001
GOOGL260206C00175000,GOOGL,2026-02-06,175.00,call,163.36,158.38,156.40,1,160.35,1,0,2,2026-02-04,3.88795,0.99135,0.00024,-0.57943,0.00579,0.00941
GOOGL260206P00175000,GOOGL,2026-02-06,175.00,put,0.01,0.01,0.00,0,0.70,20,1,0,2026-02-04,2.73676,-0.00052,0.00003,-0.03115,0.00046,-0.00001
GOOGL260206C00180000,GOOGL,2026-02-06,180.00,call,163.00,153.32,151.45,1,155.20,1,0,2,2026-02-04,3.62455,0.99241,0.00023,-0.48497,0.00516,0.00971
GOOGL260206P00180000,GOOGL,2026-02-06,180.00,put,0.00,0.01,0.00,0,1.12,20,0,26,2026-02-04,2.62945,-0.00056,0.00003,-0.03185,0.00048,-0.00001
GOOGL260206C00185000,GOOGL,2026-02-06,185.00,call,157.50,148.43,146.45,1,150.40,1,0,2,2026-02-04,3.65381,0.98955,0.00031,-0.64195,0.00683,0.00993
GOOGL260206P00185000,GOOGL,2026-02-06,185.00,put,0.00,0.01,0.00,0,1.38,20,0,0,2026-02-04,2.51238,-0.00057,0.00003,-0.03086,0.00049,-0.00001
GOOGL260206C00190000,GOOGL,2026-02-06,190.00,call,149.52,143.45,141.50,1,145.40,1,0,8,2026-02-04,3.53674,0.98856,0.00034,-0.67171,0.00739,0.01018
GOOGL260206P00190000,GOOGL,2026-02-06,190.00,put,0.00,0.01,0.00,0,1.29,20,0,41,2026-02-04,2.40506,-0.00059,0.00004,-0.03079,0.00051,-0.00001
GOOGL260206C00195000,GOOGL,2026-02-06,195.00,call,147.06,138.32,136.25,1,140.40,1,1,3,2026-02-04,3.19529,0.99139,0.00030,-0.47941,0.00576,0.01051
GOOGL260206P00195000,GOOGL,2026-02-06,195.00,put,0.00,0.01,0.00,0,1.33,20,0,0,2026-02-04,2.30750,-0.00064,0.00004,-0.03175,0.00055,-0.00001
GOOGL260206C00200000,GOOGL,2026-02-06,200.00,call,133.00,133.45,131.50,1,135.40,1,1,6,2026-02-04,3.24407,0.98760,0.00040,-0.66204,0.00792,0.01071
GOOGL260206P00200000,GOOGL,2026-02-06,200.00,put,0.00,0.01,0.00,0,0.01,20,0,103,2026-02-04,2.20019,-0.00066,0.00004,-0.03091,0.00056,-0.00001
GOOGL260206C00205000,GOOGL,2026-02-06,205.00,call,131.42,128.43,126.45,1,130.40,1,0,23,2026-02-04,3.07822,0.98760,0.00042,-0.62975,0.00792,0.01099
GOOGL260206P00205000,GOOGL,2026-02-06,205.00,put,0.00,0.01,0.00,0,0.35,21,0,0,2026-02-04,2.10263,-0.00069,0.00005,-0.03119,0.00059,-0.00001
GOOGL260206C00210000,GOOGL,2026-02-06,210.00,call,123.25,123.45,121.50,1,125.40,1,3,149,2026-02-04,2.96115,0.98660,0.00047,-0.64765,0.00847,0.01124
GOOGL260206P00210000,GOOGL,2026-02-06,210.00,put,0.01,0.01,0.00,0,0.01,8,12,32,2026-02-04,2.00507,-0.00073,0.00005,-0.03112,0.00062,-0.00001
GOOGL260206C00215000,GOOGL,2026-02-06,215.00,call,110.79,118.45,116.50,1,120.40,1,0,1,2026-02-04,2.82457,0.98605,0.00051,-0.64046,0.00877,0.01150
GOOGL260206P00215000,GOOGL,2026-02-06,215.00,put,0.04,0.01,0.00,0,0.67,20,101,92,2026-02-04,1.90751,-0.00076,0.00006,-0.03068,0.00064,-0.00001
GOOGL260206C00220000,GOOGL,2026-02-06,220.00,call,116.59,113.30,111.40,1,115.20,1,1,6,2026-02-04,2.50262,0.99015,0.00043,-0.42737,0.00649,0.01186
GOOGL260206P00220000,GOOGL,2026-02-06,220.00,put,0.01,0.01,0.00,0,0.19,73,147,52,2026-02-04,1.80996,-0.00078,0.00006,-0.02987,0.00066,-0.00001
GOOGL260206C00225000,GOOGL,2026-02-06,225.00,call,119.55,108.33,106.40,1,110.25,1,0,11,2026-02-04,2.41482,0.98883,0.00049,-0.45901,0.00724,0.01211
GOOGL260206P00225000,GOOGL,2026-02-06,225.00,put,0.02,0.01,0.00,0,0.01,10,76,162,2026-02-04,1.72215,-0.00084,0.00007,-0.03043,0.00071,-0.00002
GOOGL260206C00230000,GOOGL,2026-02-06,230.00,call,100.97,103.47,101.55,1,105.40,1,2,30,2026-02-04,2.45384,0.98341,0.00068,-0.64676,0.01018,0.01228
GOOGL260206P00230000,GOOGL,2026-02-06,230.00,put,0.02,0.01,0.01,40,0.02,4,338,546,2026-02-04,1.63435,-0.00090,0.00008,-0.03070,0.00075,-0.00002
GOOGL260206C00235000,GOOGL,2026-02-06,235.00,call,103.12,98.47,96.55,1,100.40,1,0,25,2026-02-04,2.32702,0.98264,0.00075,-0.63854,0.01058,0.01254
GOOGL260206P00235000,GOOGL,2026-02-06,235.00,put,0.04,0.02,0.01,100,0.03,10,98,2208,2026-02-04,1.64411,-0.00171,0.00014,-0.05561,0.00135,-0.00003
GOOGL260206C00240000,GOOGL,2026-02-06,240.00,call,100.39,93.45,91.45,1,95.45,9,2,50,2026-02-04,2.19043,0.98226,0.00081,-0.61350,0.01078,0.01280
GOOGL260206P00240000,GOOGL,2026-02-06,240.00,put,0.03,0.04,0.02,1,0.06,28,86,226,2026-02-04,1.65386,-0.00308,0.00023,-0.09543,0.00231,-0.00006
GOOGL260206C00245000,GOOGL,2026-02-06,245.00,call,88.50,88.38,86.50,1,90.25,1,1,30,2026-02-04,1.99532,0.98437,0.00080,-0.50632,0.00967,0.01312
GOOGL260206P00245000,GOOGL,2026-02-06,245.00,put,0.04,0.04,0.02,3,0.05,71,229,881,2026-02-04,1.55630,-0.00322,0.00025,-0.09349,0.00241,-0.00006
GOOGL260206C00250000,GOOGL,2026-02-06,250.00,call,83.02,83.50,81.55,1,85.45,1,2,9,2026-02-04,1.98556,0.97863,0.00105,-0.65097,0.01263,0.01328
GOOGL260206P00250000,GOOGL,2026-02-06,250.00,put,0.06,0.04,0.02,10,0.05,68,595,466,2026-02-04,1.46850,-0.00352,0.00029,-0.09559,0.00261,-0.00007
GOOGL260206C00255000,GOOGL,2026-02-06,255.00,call,85.48,78.45,76.45,1,80.45,1,0,7,2026-02-04,1.82947,0.97936,0.00110,-0.58533,0.01226,0.01357
GOOGL260206P00255000,GOOGL,2026-02-06,255.00,put,0.04,0.04,0.03,3,0.05,22,107,93,2026-02-04,1.37094,-0.00364,0.00032,-0.09187,0.00268,-0.00007
GOOGL260206C00260000,GOOGL,2026-02-06,260.00,call,78.95,73.53,71.55,1,75.50,6,0,44,2026-02-04,1.77093,0.97475,0.00135,-0.66830,0.01453,0.01376
GOOGL260206P00260000,GOOGL,2026-02-06,260.00,put,0.05,0.04,0.04,1,0.05,23,926,467,2026-02-04,1.28314,-0.00395,0.00037,-0.09253,0.00289,-0.00007
GOOGL260206C00265000,GOOGL,2026-02-06,265.00,call,79.35,68.45,66.55,1,70.35,1,0,8,2026-02-04,1.59533,0.97703,0.00138,-0.56079,0.01342,0.01408
GOOGL260206P00265000,GOOGL,2026-02-06,265.00,put,0.08,0.07,0.05,71,0.09,57,640,381,2026-02-04,1.27338,-0.00669,0.00060,-0.14662,0.00461,-0.00013
GOOGL260206C00267500,GOOGL,2026-02-06,267.50,call,70.50,66.05,64.10,1,68.00,1,0,1,2026-02-04,1.60508,0.97164,0.00164,-0.66801,0.01601,0.01411
GOOGL260206P00267500,GOOGL,2026-02-06,267.50,put,0.08,0.08,0.06,64,0.10,68,276,53,2026-02-04,1.24412,-0.00760,0.00068,-0.16032,0.00516,-0.00014
GOOGL260206C00270000,GOOGL,2026-02-06,270.00,call,64.72,63.55,61.60,1,65.50,1,1,162,2026-02-04,1.54655,0.97075,0.00175,-0.66094,0.01642,0.01423
GOOGL260206P00270000,GOOGL,2026-02-06,270.00,put,0.10,0.09,0.07,7,0.10,3,815,851,2026-02-04,1.21485,-0.00864,0.00078,-0.17532,0.00578,-0.00016
GOOGL260206C00272500,GOOGL,2026-02-06,272.50,call,64.30,60.97,58.90,1,63.05,1,0,2,2026-02-04,1.43923,0.97371,0.00172,-0.56706,0.01503,0.01443
GOOGL260206P00272500,GOOGL,2026-02-06,272.50,put,0.09,0.11,0.09,40,0.13,1,194,100,2026-02-04,1.20509,-0.01084,0.00096,-0.21203,0.00705,-0.00020
GOOGL260206C00275000,GOOGL,2026-02-06,275.00,call,58.48,58.30,56.50,1,60.10,1,12,31,2026-02-04,1.26363,0.98196,0.00142,-0.37215,0.01093,0.01472
GOOGL260206P00275000,GOOGL,2026-02-06,275.00,put,0.14,0.13,0.12,1,0.14,5,1523,907,2026-02-04,1.17583,-0.01236,0.00111,-0.23172,0.00790,-0.00023
GOOGL260206C00277500,GOOGL,2026-02-06,277.50,call,65.25,55.80,54.00,1,57.60,1,0,1,2026-02-04,1.20509,0.98178,0.00151,-0.35922,0.01103,0.01486
GOOGL260206P00277500,GOOGL,2026-02-06,277.50,put,0.17,0.17,0.14,51,0.19,38,149,70,2026-02-04,1.17583,-0.01610,0.00139,-0.29108,0.00992,-0.00030
GOOGL260206C00280000,GOOGL,2026-02-06,280.00,call,53.44,53.35,51.55,3,55.15,3,55,180,2026-02-04,1.19534,0.97763,0.00181,-0.41935,0.01312,0.01492
GOOGL260206P00280000,GOOGL,2026-02-06,280.00,put,0.22,0.21,0.20,10,0.21,125,3874,1202,2026-02-04,1.15631,-0.01914,0.00164,-0.33177,0.01150,-0.00036
GOOGL260206C00282500,GOOGL,2026-02-06,282.50,call,46.30,50.90,49.10,1,52.70,1,0,18,2026-02-04,1.17583,0.97361,0.00211,-0.47040,0.01508,0.01498
GOOGL260206P00282500,GOOGL,2026-02-06,282.50,put,0.24,0.25,0.23,30,0.27,1,406,117,2026-02-04,1.13680,-0.02273,0.00193,-0.37728,0.01330,-0.00043
GOOGL260206C00285000,GOOGL,2026-02-06,285.00,call,46.41,48.60,46.85,1,50.35,1,22,26,2026-02-04,1.23436,0.96017,0.00282,-0.68030,0.02117,0.01486
GOOGL260206P00285000,GOOGL,2026-02-06,285.00,put,0.32,0.32,0.29,47,0.34,41,1364,1045,2026-02-04,1.13680,-0.02901,0.00236,-0.46259,0.01631,-0.00055
GOOGL260206C00287500,GOOGL,2026-02-06,287.50,call,44.02,46.23,44.45,1,48.00,1,3,20,2026-02-04,1.23436,0.95125,0.00332,-0.79586,0.02492,0.01483
GOOGL260206P00287500,GOOGL,2026-02-06,287.50,put,0.41,0.40,0.37,13,0.43,3,344,264,2026-02-04,1.12705,-0.03541,0.00281,-0.54071,0.01923,-0.00067
GOOGL260206C00290000,GOOGL,2026-02-06,290.00,call,43.52,43.83,42.30,2,45.35,1,33,87,2026-02-04,1.21485,0.94363,0.00379,-0.87620,0.02796,0.01482
GOOGL260206P00290000,GOOGL,2026-02-06,290.00,put,0.49,0.48,0.48,7,0.49,49,2583,1419,2026-02-04,1.10753,-0.04169,0.00326,-0.60692,0.02197,-0.00079
GOOGL260206C00292500,GOOGL,2026-02-06,292.50,call,40.92,41.40,39.90,1,42.90,1,17,2,2026-02-04,1.17583,0.93786,0.00422,-0.91422,0.03018,0.01485
GOOGL260206P00292500,GOOGL,2026-02-06,292.50,put,0.64,0.63,0.61,20,0.65,19,1174,493,2026-02-04,1.11729,-0.05335,0.00394,-0.74599,0.02677,-0.00101
GOOGL260206C00295000,GOOGL,2026-02-06,295.00,call,35.51,39.35,38.00,4,40.70,4,4,27,2026-02-04,1.24412,0.91391,0.00512,-1.23106,0.03873,0.01452
GOOGL260206P00295000,GOOGL,2026-02-06,295.00,put,0.85,0.79,0.77,20,0.82,1,3291,1944,2026-02-04,1.10753,-0.06390,0.00458,-0.85188,0.03085,-0.00121
GOOGL260206C00297500,GOOGL,2026-02-06,297.50,call,38.40,36.42,34.95,6,37.90,6,1,3,2026-02-04,1.05875,0.93078,0.00510,-0.89589,0.03282,0.01499
GOOGL260206P00297500,GOOGL,2026-02-06,297.50,put,0.97,0.98,0.97,22,1.00,1,1017,934,2026-02-04,1.10753,-0.07782,0.00533,-0.99106,0.03589,-0.00147
GOOGL260206C00300000,GOOGL,2026-02-06,300.00,call,34.15,34.55,33.70,6,35.40,7,115,342,2026-02-04,1.15631,0.89720,0.00628,-1.30244,0.04414,0.01448
GOOGL260206P00300000,GOOGL,2026-02-06,300.00,put,1.22,1.23,1.23,1,1.24,4,14224,5651,2026-02-04,1.10753,-0.09378,0.00613,-1.13953,0.04127,-0.00178
GOOGL260206C00302500,GOOGL,2026-02-06,302.50,call,31.86,32.05,30.75,15,33.35,28,33,37,2026-02-04,1.08802,0.89195,0.00692,-1.27123,0.04576,0.01452
GOOGL260206P00302500,GOOGL,2026-02-06,302.50,put,1.52,1.52,1.49,47,1.56,35,1869,1451,2026-02-04,1.10753,-0.11188,0.00697,-1.29530,0.04692,-0.00213
GOOGL260206C00305000,GOOGL,2026-02-06,305.00,call,29.80,29.88,28.50,1,31.25,3,19,151,2026-02-04,1.08802,0.87176,0.00781,-1.43115,0.05166,0.01427
GOOGL260206P00305000,GOOGL,2026-02-06,305.00,put,1.85,1.87,1.83,40,1.91,40,3307,2572,2026-02-04,1.10753,-0.13217,0.00784,-1.45599,0.05275,-0.00251
GOOGL260206C00307500,GOOGL,2026-02-06,307.50,call,28.06,28.43,27.35,3,29.50,8,7,61,2026-02-04,1.19534,0.82849,0.00864,-1.89951,0.06274,0.01356
GOOGL260206P00307500,GOOGL,2026-02-06,307.50,put,2.27,2.27,2.23,18,2.31,17,1589,1714,2026-02-04,1.10753,-0.15466,0.00871,-1.61883,0.05866,-0.00295
GOOGL260206C00310000,GOOGL,2026-02-06,310.00,call,25.83,25.80,24.80,18,26.80,37,190,2395,2026-02-04,1.09778,0.82260,0.00961,-1.78393,0.06410,0.01360
GOOGL260206P00310000,GOOGL,2026-02-06,310.00,put,2.71,2.74,2.70,6,2.78,3,10513,18109,2026-02-04,1.10753,-0.17934,0.00959,-1.78078,0.06454,-0.00342
GOOGL260206C00312500,GOOGL,2026-02-06,312.50,call,23.95,23.95,23.85,1,24.05,1,58,93,2026-02-04,1.11729,0.79202,0.01040,-1.99720,0.07065,0.01314
GOOGL260206P00312500,GOOGL,2026-02-06,312.50,put,3.21,3.28,3.20,40,3.35,40,2038,912,2026-02-04,1.10753,-0.20614,0.01044,-1.93862,0.07027,-0.00394
GOOGL260206C00315000,GOOGL,2026-02-06,315.00,call,22.06,22.07,21.95,1,22.20,1,363,2291,2026-02-04,1.11729,0.76335,0.01120,-2.14743,0.07605,0.01272
GOOGL260206P00315000,GOOGL,2026-02-06,315.00,put,3.83,3.88,3.80,32,3.95,40,7239,4475,2026-02-04,1.10753,-0.23493,0.01125,-2.08908,0.07575,-0.00450
GOOGL260206C00317500,GOOGL,2026-02-06,317.50,call,20.25,20.25,20.15,1,20.35,1,68,1254,2026-02-04,1.11729,0.73288,0.01194,-2.28694,0.08108,0.01226
GOOGL260206P00317500,GOOGL,2026-02-06,317.50,put,4.55,4.55,4.50,38,4.60,1,1975,1309,2026-02-04,1.09778,-0.26398,0.01208,-2.20253,0.08059,-0.00507
GOOGL260206C00320000,GOOGL,2026-02-06,320.00,call,18.49,18.50,18.40,2,18.60,1,966,1796,2026-02-04,1.10753,0.70216,0.01269,-2.38704,0.08544,0.01180
GOOGL260206P00320000,GOOGL,2026-02-06,320.00,put,5.29,5.30,5.25,14,5.35,1,9151,6132,2026-02-04,1.09778,-0.29646,0.01278,-2.32937,0.08525,-0.00570
GOOGL260206C00322500,GOOGL,2026-02-06,322.50,call,16.64,16.85,16.75,2,16.95,1,270,1181,2026-02-04,1.10753,0.66847,0.01329,-2.49710,0.08944,0.01128
GOOGL260206P00322500,GOOGL,2026-02-06,322.50,put,6.15,6.17,6.10,20,6.25,30,2317,1580,2026-02-04,1.09778,-0.33039,0.01339,-2.43980,0.08932,-0.00637
GOOGL260206C00325000,GOOGL,2026-02-06,325.00,call,15.29,15.30,15.20,9,15.40,3,1192,850,2026-02-04,1.10753,0.63364,0.01378,-2.58842,0.09278,0.01073
GOOGL260206P00325000,GOOGL,2026-02-06,325.00,put,7.11,7.08,7.00,35,7.15,1,3695,8091,2026-02-04,1.09778,-0.36549,0.01390,-2.53141,0.09271,-0.00706
GOOGL260206C00327500,GOOGL,2026-02-06,327.50,call,13.82,13.80,13.70,4,13.90,1,830,464,2026-02-04,1.10753,0.59795,0.01417,-2.65914,0.09537,0.01015
GOOGL260206P00327500,GOOGL,2026-02-06,327.50,put,8.05,8.12,8.05,7,8.20,18,981,2757,2026-02-04,1.09778,-0.40148,0.01429,-2.60230,0.09534,-0.00777
GOOGL260206C00330000,GOOGL,2026-02-06,330.00,call,12.49,12.43,12.35,3,12.50,1,6866,2564,2026-02-04,1.10753,0.56170,0.01444,-2.70794,0.09717,0.00957
GOOGL260206P00330000,GOOGL,2026-02-06,330.00,put,9.30,9.23,9.15,9,9.30,8,10714,6042,2026-02-04,1.09778,-0.43804,0.01456,-2.65108,0.09716,-0.00850
GOOGL260206C00332500,GOOGL,2026-02-06,332.50,call,11.16,11.12,11.05,1,11.20,34,4492,664,2026-02-04,1.09778,0.52514,0.01471,-2.71014,0.09815,0.00898
GOOGL260206P00332500,GOOGL,2026-02-06,332.50,put,10.34,10.38,10.30,6,10.45,1,3261,878,2026-02-04,1.08802,-0.47493,0.01484,-2.65308,0.09816,-0.00924
GOOGL260206C00335000,GOOGL,2026-02-06,335.00,call,9.85,9.88,9.80,7,9.95,27,7916,5627,2026-02-04,1.09778,0.48838,0.01473,-2.71325,0.09831,0.00837
GOOGL260206P00335000,GOOGL,2026-02-06,335.00,put,11.63,11.68,11.60,9,11.75,7,2800,2344,2026-02-04,1.08802,-0.51201,0.01487,-2.65579,0.09831,-0.00998
GOOGL260206C00337500,GOOGL,2026-02-06,337.50,call,8.74,8.73,8.65,18,8.80,33,3804,2380,2026-02-04,1.08802,0.45128,0.01476,-2.66933,0.09762,0.00776
GOOGL260206P00337500,GOOGL,2026-02-06,337.50,put,13.02,13.02,12.95,6,13.10,1,2280,2752,2026-02-04,1.07827,-0.54945,0.01489,-2.61126,0.09759,-0.01074
GOOGL260206C00340000,GOOGL,2026-02-06,340.00,call,7.68,7.67,7.60,3,7.75,19,13668,6771,2026-02-04,1.08802,0.41525,0.01454,-2.62761,0.09612,0.00716
GOOGL260206P00340000,GOOGL,2026-02-06,340.00,put,14.47,14.45,14.35,14,14.55,1,2415,4651,2026-02-04,1.06851,-0.58684,0.01478,-2.54378,0.09601,-0.01150
GOOGL260206C00342500,GOOGL,2026-02-06,342.50,call,6.65,6.67,6.60,8,6.75,20,4838,8511,2026-02-04,1.07827,0.37885,0.01431,-2.53989,0.09378,0.00655
GOOGL260206P00342500,GOOGL,2026-02-06,342.50,put,15.90,15.98,15.90,3,16.05,1,450,760,2026-02-04,1.06851,-0.62250,0.01443,-2.48008,0.09368,-0.01224
GOOGL260206C00345000,GOOGL,2026-02-06,345.00,call,5.79,5.80,5.75,1,5.85,38,8633,10293,2026-02-04,1.06851,0.34311,0.01396,-2.43214,0.09064,0.00594
GOOGL260206P00345000,GOOGL,2026-02-06,345.00,put,17.50,17.60,17.50,5,17.70,1,950,810,2026-02-04,1.05875,-0.65853,0.01406,-2.37125,0.09048,-0.01298
GOOGL260206C00347500,GOOGL,2026-02-06,347.50,call,4.95,4.97,4.90,6,5.05,38,2454,1392,2026-02-04,1.05875,0.30833,0.01348,-2.30642,0.08677,0.00536
GOOGL260206P00347500,GOOGL,2026-02-06,347.50,put,19.15,19.30,19.20,2,19.40,1,134,260,2026-02-04,1.05875,-0.69167,0.01348,-2.27177,0.08677,-0.01368
GOOGL260206C00350000,GOOGL,2026-02-06,350.00,call,4.25,4.25,4.20,4,4.30,1,22989,6912,2026-02-04,1.05875,0.27691,0.01283,-2.19350,0.08254,0.00482
GOOGL260206P00350000,GOOGL,2026-02-06,350.00,put,20.95,21.07,20.95,6,21.20,1,443,522,2026-02-04,1.04900,-0.72517,0.01290,-2.13039,0.08223,-0.01439
GOOGL260206C00352500,GOOGL,2026-02-06,352.50,call,3.64,3.65,3.60,1,3.70,30,2210,8835,2026-02-04,1.04900,0.24512,0.01216,-2.04073,0.07752,0.00427
GOOGL260206P00352500,GOOGL,2026-02-06,352.50,put,22.99,22.95,22.85,4,23.05,4,104,194,2026-02-04,1.03924,-0.75714,0.01221,-1.97657,0.07713,-0.01507
GOOGL260206C00355000,GOOGL,2026-02-06,355.00,call,3.04,3.08,3.00,4,3.15,39,12148,4267,2026-02-04,1.04900,0.21742,0.01137,-1.90824,0.07250,0.00380
GOOGL260206P00355000,GOOGL,2026-02-06,355.00,put,24.90,24.88,24.75,2,25.00,1,151,155,2026-02-04,1.02949,-0.78733,0.01144,-1.81355,0.07158,-0.01573
GOOGL260206C00357500,GOOGL,2026-02-06,357.50,call,2.59,2.60,2.56,2,2.64,7,1235,2933,2026-02-04,1.03924,0.18937,0.01057,-1.74058,0.06676,0.00331
GOOGL260206P00357500,GOOGL,2026-02-06,357.50,put,30.28,26.90,25.50,2,28.30,1,12,92,2026-02-04,1.02949,-0.81308,0.01059,-1.67485,0.06623,-0.01631
GOOGL260206C00360000,GOOGL,2026-02-06,360.00,call,2.20,2.19,2.15,2,2.23,7,14711,13661,2026-02-04,1.03924,0.16582,0.00972,-1.60034,0.06139,0.00291
GOOGL260206P00360000,GOOGL,2026-02-06,360.00,put,29.04,29.02,27.30,38,30.75,35,52,182,2026-02-04,1.02949,-0.83664,0.00972,-1.53417,0.06080,-0.01686
GOOGL260206C00362500,GOOGL,2026-02-06,362.50,call,1.81,1.83,1.79,2,1.86,47,1976,1084,2026-02-04,1.03924,0.14440,0.00887,-1.46037,0.05603,0.00253
GOOGL260206P00362500,GOOGL,2026-02-06,362.50,put,32.48,30.93,29.35,6,32.50,5,32,79,2026-02-04,0.98071,-0.87046,0.00873,-1.24354,0.05202,-0.01758
