title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
"William Blair Investment Management LLC Acquires 585,621 Shares of Nu Holdings Ltd. $NU",https://www.marketbeat.com/instant-alerts/filing-william-blair-investment-management-llc-acquires-585621-shares-of-nu-holdings-ltd-nu-2025-10-18/,20251018T110058,['MarketBeat'],"William Blair Investment Management LLC increased its stake in Nu Holdings Ltd. by 9.3% in the second quarter, acquiring an additional 585,621 shares, bringing its total holdings to $94.3 million. Nu Holdings reported strong Q2 earnings of $0.14 EPS, surpassing analyst estimates, along with revenue of $3.70 billion. The company has a consensus target price of $17.10 from analysts, with nine rating the stock as a ""Buy.""",https://www.marketbeat.com/logos/nu-holdings-ltd-logo-1200x675.png?v=20211214074724,MarketBeat,General,MarketBeat,"[{'topic': 'earnings', 'relevance_score': '0.917825'}, {'topic': 'financial_markets', 'relevance_score': '0.803004'}, {'topic': 'finance', 'relevance_score': '0.605178'}, {'topic': 'economy_macro', 'relevance_score': '0.424702'}]",0.038366,Neutral,"[{'ticker': 'NU', 'relevance_score': '0.310539', 'ticker_sentiment_score': '0.000087', 'ticker_sentiment_label': 'Neutral'}]"
Nu Holdings Aims For Bigger Gains With US Expansion,https://finimize.com/content/nu-asset-snapshot,20251018T083513,['AI-Enhanced Research'],"Nu Holdings, the company behind Latin America’s leading digital bank Nubank, is pursuing strong growth through expansion into the US and Mexican markets despite facing macroeconomic hurdles. The company, which offers a wide range of financial services, has demonstrated robust financial performance and boasts a strong customer base, but its valuation carries risks associated with market volatility and regulatory approvals. Nu's strategic focus on new products and geographic diversification aims to mitigate regional risks and sustain its growth trajectory.",https://finimize.com/_next/image?url=https%3A%2F%2Ffinimize-img.imgix.net%2Fhttps%253A%252F%252Fchivas-assets.s3-eu-west-1.amazonaws.com%252Fstatic%252Fimages%252Fasset_snapshot_placeholder.original.png%3Fixlib%3Dpython-3.1.2%26s%3D733c218a6175c5f3b8215b90512f96d8&w=3840&q=75,Finimize,General,Finimize,"[{'topic': 'finance', 'relevance_score': '0.934233'}, {'topic': 'earnings', 'relevance_score': '0.825357'}, {'topic': 'technology', 'relevance_score': '0.732819'}, {'topic': 'economy_macro', 'relevance_score': '0.625769'}, {'topic': 'financial_markets', 'relevance_score': '0.514069'}]",0.015235,Neutral,"[{'ticker': 'NU', 'relevance_score': '0.348542', 'ticker_sentiment_score': '0.035096', 'ticker_sentiment_label': 'Neutral'}]"
"UBS Adjusts Nu Holdings Price Target to $16 From $15.60, Maintains Neutral Rating - MarketScreener",https://www.marketscreener.com/news/ubs-adjusts-nu-holdings-price-target-to-16-from-15-60-maintains-neutral-rating-ce7d5adcda81f722,20251016T142837,['MT Newswires'],"UBS has adjusted its price target for Nu Holdings (NYSE: NU) to $16, an increase from its previous target of $15.60. The firm has decided to maintain a Neutral rating on the stock. This update comes amidst other recent news regarding Nu Holdings, including new purchases in US portfolios and applications for a US national bank charter.",,MarketScreener,General,MarketScreener,"[{'topic': 'financial_markets', 'relevance_score': '1.000000'}, {'topic': 'finance', 'relevance_score': '0.915018'}, {'topic': 'earnings', 'relevance_score': '0.831843'}]",0.000857,Neutral,"[{'ticker': 'NU', 'relevance_score': '0.314300', 'ticker_sentiment_score': '0.046900', 'ticker_sentiment_label': 'Neutral'}]"
"Nu : Asset launches NCDI11, the first ETF with exposure to the Selic Treasury Bond - MarketScreener",https://www.marketscreener.com/news/nu-asset-launches-ncdi11-the-first-etf-with-exposure-to-the-selic-treasury-bond-ce7d5adcda8df52d,20251016T135428,['Publicnow'],"Nu Asset Management, Nubank's investment manager, has launched the Nu CDI Tesouro Selic B3 (NCDI11), a new fixed income ETF. This new ETF is the first to offer exposure to the Selic Treasury Bond, tracking the performance of Selic-linked government bonds, and is indexed to B3's newly developed Selic Treasury Index. NCDI11 aims to provide Brazilian investors with efficient access to these government bonds with an administration fee of 0.15% per year and high liquidity, trading on B3 starting October 17.",,MarketScreener,General,MarketScreener,"[{'topic': 'finance', 'relevance_score': '1.000000'}, {'topic': 'financial_markets', 'relevance_score': '0.845125'}, {'topic': 'earnings', 'relevance_score': '0.310651'}]",0.001028,Neutral,"[{'ticker': 'NU', 'relevance_score': '0.324732', 'ticker_sentiment_score': '0.030588', 'ticker_sentiment_label': 'Neutral'}]"
|Milestones Administradora de Recursos Ltda. Has $20.36 Million Stock Holdings in Nu Holdings Ltd. $NU,https://www.marketbeat.com/instant-alerts/filing-milestones-administradora-de-recursos-ltda-has-2036-million-stock-holdings-in-nu-holdings-ltd-nu-2025-10-11/,20251012T105327,['|MarketBeat'],"|Milestones Administradora de Recursos Ltda. increased its stock holdings in Nu Holdings Ltd. by 7.2%, now owning approximately $20.36 million worth of shares. Nu Holdings Ltd. (NYSE:NU) is trading at $14.92, with a market cap of $71.89 billion, and analysts maintain a ""Moderate Buy"" rating with an average target price of $17.06. Other institutional investors have also adjusted their positions in the company.",|https://www.marketbeat.com/logos/nu-holdings-ltd-logo-1200x675.png?v=20211214074724,MarketBeat,General,MarketBeat,"[{'topic': 'financial_markets', 'relevance_score': '1.000000'}, {'topic': 'earnings', 'relevance_score': '0.933849'}, {'topic': 'finance', 'relevance_score': '0.830570'}]",0.001172,Neutral,"[{'ticker': 'NU', 'relevance_score': '0.326443', 'ticker_sentiment_score': '0.011839', 'ticker_sentiment_label': 'Neutral'}]"
Nu Holdings Ltd. $NU is Constellation Investimentos e Participacoes Ltda's 2nd Largest Position - MarketBeat,https://www.marketbeat.com/instant-alerts/filing-nu-holdings-ltd-nu-is-constellation-investimentos-e-participacoes-ltdas-2nd-largest-position-2025-10-11/,20251012T105326,['MarketBeat'],"Constellation Investimentos e Participacoes Ltda significantly increased its stake in Nu Holdings Ltd. (NYSE:NU) by 80.0%, making it their second-largest portfolio position. Nu Holdings reported earnings of $0.14 per share, surpassing analyst expectations, despite revenue falling slightly short. The stock currently holds a ""Moderate Buy"" consensus rating from analysts, with an average target price of $17.06.",https://www.marketbeat.com/logos/nu-holdings-ltd-logo-1200x675.png?v=20211214074724,MarketBeat,General,MarketBeat,"[{'topic': 'earnings', 'relevance_score': '0.905749'}, {'topic': 'financial_markets', 'relevance_score': '0.829560'}, {'topic': 'finance', 'relevance_score': '0.730031'}, {'topic': 'economy_macro', 'relevance_score': '0.429151'}]",0.029552,Neutral,"[{'ticker': 'NU', 'relevance_score': '0.324516', 'ticker_sentiment_score': '0.015034', 'ticker_sentiment_label': 'Neutral'}]"
"GFS Advisors LLC Sells 517,278 Shares of Nu Holdings Ltd. $NU - MarketBeat",https://www.marketbeat.com/instant-alerts/filing-gfs-advisors-llc-sells-517278-shares-of-nu-holdings-ltd-nu-2025-10-12/,20251012T091114,['MarketBeat'],"GFS Advisors LLC reduced its stake in Nu Holdings Ltd. by 32.2% in the second quarter, selling over 500,000 shares, yet the company remains its 15th biggest position. Despite this sale, other institutional investors like Baillie Gifford & Co. and Kontiki Capital Management significantly increased their holdings, indicating strong institutional interest in Nu Holdings. The company also reported better-than-expected earnings and received a ""buy"" upgrade from Citigroup with a raised price target.",https://www.marketbeat.com/logos/nu-holdings-ltd-logo-1200x675.png?v=20211214074724,MarketBeat,General,MarketBeat,"[{'topic': 'financial_markets', 'relevance_score': '0.914496'}, {'topic': 'earnings', 'relevance_score': '0.804429'}, {'topic': 'finance', 'relevance_score': '0.709583'}]",0.007179,Neutral,"[{'ticker': 'NU', 'relevance_score': '0.309665', 'ticker_sentiment_score': '0.005393', 'ticker_sentiment_label': 'Neutral'}]"
For True Diversification: 3 Stocks You Can Buy Now,https://www.theglobeandmail.com/investing/markets/stocks/NU/pressreleases/34357697/for-true-diversification-3-stocks-you-can-buy-now/,20250823T140909,['Gabriel Osorio-Mazilli'],"This article suggests three stocks from different global regions—Alibaba, Nu Holdings, and Mercado Libre—as a way to achieve true portfolio diversification beyond typical domestic strategies. It highlights each company's strong performance, growth prospects, and analyst confidence, emphasizing their potential for future upside and risk management by investing across international markets. The author advocates for Ray Dalio's approach to diversification by including companies from diverse countries.",https://barchart-news-media-prod.aws.barchart.com/MKTBEAT/5cb1f677f2ebe05c975a50ef24505145/med_20250820142001_for-true-diversification-3-stocks-you-can-buy-now.jpg,The Globe and Mail,General,The Globe and Mail,"[{'topic': 'financial_markets', 'relevance_score': '1.000000'}, {'topic': 'economy_macro', 'relevance_score': '0.812309'}, {'topic': 'technology', 'relevance_score': '0.741520'}, {'topic': 'retail_wholesale', 'relevance_score': '0.613247'}, {'topic': 'finance', 'relevance_score': '0.621385'}]",0.3612,Bullish,"[{'ticker': 'NU', 'relevance_score': '0.941473', 'ticker_sentiment_score': '0.404087', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.621563', 'ticker_sentiment_score': '0.342915', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Nu Holdings Reports Strong Q2’25 Financial Growth,https://www.tipranks.com/news/company-announcements/nu-holdings-reports-strong-q225-financial-growth,20250814T080904,['TipRanks Auto-Generated Newsdesk'],"Nu Holdings Ltd. (NU) announced strong Q2 2025 earnings, with revenues soaring to a record $3.7 billion, a 40% year-over-year increase, and net income reaching $637 million, up 42%. The digital banking platform now serves nearly 123 million customers across Brazil, Mexico, and Colombia, demonstrating robust growth and strong asset quality. Management expresses optimism about continued disciplined growth and long-term value creation.",https://blog.tipranks.com/wp-content/uploads/2022/09/shutterstock_2092362163-750x406.jpg,TipRanks,General,TipRanks,"[{'topic': 'earnings', 'relevance_score': '0.900976'}, {'topic': 'finance', 'relevance_score': '0.841090'}]",0.266236,Somewhat-Bullish,"[{'ticker': 'NU', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.823623', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'F', 'relevance_score': '0.619173', 'ticker_sentiment_score': '-0.215424', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'INTC', 'relevance_score': '0.611398', 'ticker_sentiment_score': '0.141167', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BA', 'relevance_score': '0.635321', 'ticker_sentiment_score': '0.325859', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Analysts’ Top Financial Picks: Nu Holdings (NU), Allstate (ALL)",https://www.theglobeandmail.com/investing/markets/stocks/NU/pressreleases/32984922/analysts-top-financial-picks-nu-holdings-nu-allstate-all/,20250621T183052,['Tipranks'],"Morgan Stanley analysts have issued bullish ratings for Nu Holdings (NU) and Allstate (ALL). Jorge Kuri maintained a Buy rating on Nu Holdings with a price target of $18.00, while Bob Huang maintained a Buy rating on Allstate with a price target of $235.00. Both companies received positive analyst consensus ratings, with Nu Holdings at Moderate Buy and Allstate at Strong Buy.",,The Globe and Mail,General,The Globe and Mail,"[{'topic': 'financial_markets', 'relevance_score': '0.909732'}, {'topic': 'finance', 'relevance_score': '0.829009'}]",0.458833,Bullish,"[{'ticker': 'NU', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.404297', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'ALL', 'relevance_score': '0.879445', 'ticker_sentiment_score': '0.479249', 'ticker_sentiment_label': 'Bullish'}]"
Nu Holdings Ltd. Reports First Quarter 2024 Financial Results,https://www.businesswire.com/news/home/20240514547118/en/Nu-Holdings-Ltd.-Reports-First-Quarter-2024-Financial-Results,20241231T235959,['NULL'],"Nu Holdings Ltd. announced strong financial results for Q1 2024, reaching 99.3 million customers globally with record revenues of $2.7 billion and a net income of $379 million. The company achieved a 23% return-on-equity and demonstrated significant growth in operations across Brazil, Mexico, and Colombia, while maintaining a low-cost operating platform and solid asset quality.",NULL,Business Wire,General,Business Wire,"[{'topic': 'earnings', 'relevance_score': '1.000000'}, {'topic': 'finance', 'relevance_score': '0.915255'}]",0.827817,Bullish,"[{'ticker': 'NU', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.833420', 'ticker_sentiment_label': 'Bullish'}]"
"Warren Buffett, Cathie Wood Own Nu Holdings, Should You?",https://www.marketbeat.com/originals/warren-buffett-cathie-wood-own-nu-holdings-should-you/,20241117T000000,['Jeffrey Neal Johnson'],"Nu Holdings, a Brazilian fintech company, has shown strong financial performance and rapid growth, attracting major investors like Warren Buffett and Cathie Wood. The company's Q3 earnings exceeded expectations, driven by customer acquisition and strategic expansion into new markets. While market volatility exists, its unique customer-centric model and solid track record suggest a positive long-term outlook, making it a compelling consideration for investors in the fintech sector.",,MarketBeat,General,MarketBeat,"[{'topic': 'earnings', 'relevance_score': '0.904933'}, {'topic': 'financial_markets', 'relevance_score': '0.803577'}, {'topic': 'finance', 'relevance_score': '0.834950'}, {'topic': 'economy_macro', 'relevance_score': '0.608051'}, {'topic': 'technology', 'relevance_score': '0.613517'}]",0.501996,Bullish,"[{'ticker': 'NU', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.513841', 'ticker_sentiment_label': 'Bullish'}]"
Congressional Stock Purchase: Representative Byron Donalds Buys Nu Holdings Stock,https://www.quiverquant.com/news/Congressional+Stock+Purchase%3A+Representative+Byron+Donalds+Buys+Nu+Holdings+Stock,20241108T161500,['Christopher Kardatzke'],"Representative Byron Donalds reported buying $1,001 - $15,000 worth of Nu Holdings ($NU) stock on October 1, 2024, a trade that has since seen the stock rise by approximately 13.3%. This purchase is part of two total purchases by Donalds for $NU stock in the past six months, totaling up to $30,000. Additionally, the article highlights significant institutional investor activity in Nu Holdings, with 327 institutions adding shares and 298 decreasing positions in their recent quarters.",,Quiver Quantitative,General,Quiver Quantitative,"[{'topic': 'financial_markets', 'relevance_score': '0.906369'}, {'topic': 'finance', 'relevance_score': '0.839569'}, {'topic': 'technology', 'relevance_score': '0.647755'}]",0.305654,Somewhat-Bullish,"[{'ticker': 'NU', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.336911', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
3 Key Factors Driving Nu Holdings' Unprecedented Growth and Efficiency,https://finance.yahoo.com/news/3-key-factors-driving-nu-140002772.html,20240628T140000,['Bernard Zambonin'],"This article highlights three key factors driving Nu Holdings' growth and efficiency: a rapidly expanding customer base, increasing revenue per customer (ARPAC), and a low-cost operating platform. Nu Holdings has significantly grown its customer base in Latin America, efficiently monetizes these users through cross-selling and up-selling, and maintains low operating costs, leading to strong profitability and a competitive edge in the fintech sector. The article suggests that despite a high valuation, Nu Holdings is well-positioned for sustained future growth.",,Yahoo Finance,General,Yahoo Finance,"[{'topic': 'earnings', 'relevance_score': '0.928907'}, {'topic': 'finance', 'relevance_score': '0.807683'}, {'topic': 'technology', 'relevance_score': '0.713126'}]",0.484029,Bullish,"[{'ticker': 'NU', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.499762', 'ticker_sentiment_label': 'Bullish'}]"
NU Stock Price and Chart — NYSE:NU,https://www.tradingview.com/symbols/NYSE-NU/,20211209T051127,[],"This page provides a comprehensive overview of Nu Holdings Ltd. (NYSE: NU) stock, including its current price, historical performance, key financial metrics, and upcoming earnings dates. It also features analyst ratings, investor ideas, and details about ETFs holding the stock. Nu Holdings is presented as a leading digital bank in Latin America, highlighted for its significant growth and profitability.",https://s3-symbol-logo.tradingview.com/nu-holdings--big.svg,TradingView — Track All Markets,General,TradingView — Track All Markets,"[{'topic': 'financial_markets', 'relevance_score': '1.000000'}, {'topic': 'finance', 'relevance_score': '1.000000'}, {'topic': 'earnings', 'relevance_score': '0.941165'}, {'topic': 'technology', 'relevance_score': '0.717620'}, {'topic': 'economy_macro', 'relevance_score': '0.621542'}]",0.399758,Bullish,"[{'ticker': 'NU', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.447861', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'C', 'relevance_score': '0.609559', 'ticker_sentiment_score': '0.303414', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Nu Holdings Ltd. Announces Pricing of Initial Public Offering,https://www.businesswire.com/news/home/20211208006103/en/Nu-Holdings-Ltd.-Announces-Pricing-of-Initial-Public-Offering,20211208T205213,[],"Nu Holdings Ltd. announced the pricing of its initial public offering, consisting of an international offering of 289,150,555 Class A ordinary shares at $9.00 per share and a concurrent Brazilian offering of BDRs at R$8.36 per BDR. The Class A ordinary shares are expected to begin trading on the NYSE under ""NU"" and BDRs on B3 under ""NUBR33"" on December 9, 2021, with the offering closing on December 10, 2021. Nu plans to use the net proceeds for general corporate purposes, including working capital and potential acquisitions.",,Business Wire,General,Business Wire,"[{'topic': 'ipo', 'relevance_score': '1.000000'}, {'topic': 'finance', 'relevance_score': '0.905482'}]",0.331691,Somewhat-Bullish,"[{'ticker': 'NU', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.636529', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MS', 'relevance_score': '0.633458', 'ticker_sentiment_score': '0.230922', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GS', 'relevance_score': '0.619471', 'ticker_sentiment_score': '0.202286', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'C', 'relevance_score': '0.632258', 'ticker_sentiment_score': '0.201061', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
